filepath,transcription,duration
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ksg3o/ksg3o1z0.wav,lawyer,1.9881875
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks536/ks5368s0.wav,yellow,1.31225
/srv/scratch/chacmod/OGI/speech/scripted/01/0/ks13a/ks13a000.wav,advantage,4.1160625
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks70f/ks70f7p0.wav,temptation,3.52975
/srv/scratch/chacmod/OGI/speech/scripted/01/4/ks133/ks133400.wav,greet me with open arms,4.612
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ksc3c/ksc3c5c0.wav,give keith a moment to think,6.118625
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks23l/ks23l0s0.wav,cooperate,3.1158125
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks505/ks5056j0.wav,we gathered sticks for the fire,3.5174375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks509/ks5092z0.wav,objected,2.168625
/srv/scratch/chacmod/OGI/speech/scripted/08/1/ksj0p/ksj0p7n0.wav,tab,4.2604375
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa3u/ksa3u2a0.wav,microwaves,2.3589375
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa48/ksa487j0.wav,suggest,1.4975625
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks31c/ks31c440.wav,that pink marble cost me a dollar,6.5930625
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse3h/kse3h1d0.wav,female,2.12275
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ks43e/ks43e1q0.wav,hopeful,1.9880000000000002
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ksi14/ksi147d0.wav,stooges,1.9684375
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse4b/kse4b3g0.wav,punishment,3.0790625
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ksb3h/ksb3h4j0.wav,fred didn't try the carrot juice,6.1195625
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks12z/ks12z0w0.wav,cultures,2.3120625
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks33g/ks33g470.wav,the dog is a big gentle puppy,6.1186875
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi0r/ksi0r6z0.wav,smashed,1.9679375
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks33r/ks33r500.wav,the flood took a car down the street,6.6151875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ksg3k/ksg3k6j0.wav,we gathered sticks for the fire,3.51075
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk17/ksk177w0.wav,thrower,1.3591875
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ks83l/ks83l2f0.wav,mouths,3.115125
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ksb04/ksb044r0.wav,you can save water in your bathtub,5.343875
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks406/ks4063z0.wav,five people can fit in the elevator,4.967875
/srv/scratch/chacmod/OGI/speech/scripted/03/3/ks341/ks3411w0.wav,join,2.6088125
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks634/ks6348b0.wav,updated,1.9634375
/srv/scratch/chacmod/OGI/speech/scripted/01/0/ks10f/ks10f8q0.wav,woolen,1.5880625
/srv/scratch/chacmod/OGI/speech/scripted/03/0/kse3e/kse3e540.wav,grandmother played football last year,6.1194375
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ksc32/ksc321m0.wav,hawthorne,3.6104375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg33/ksg335v0.wav,you can see bugs light up the sky,5.364
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ksd3x/ksd3x6j0.wav,we gathered sticks for the fire,4.612125
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks31a/ks31a4f0.wav,people like to sing in cairo,5.5945625
/srv/scratch/chacmod/OGI/speech/scripted/03/2/kse04/kse04070.wav,awesome,3.155875
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ks00t/ks00t880.wav,unfortunate,3.590875
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks119/ks119380.wav,pathetic,2.614625
/srv/scratch/chacmod/OGI/speech/scripted/03/1/kse1f/kse1f3d0.wav,playhouse,2.6151875
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ks713/ks7133c0.wav,picture,2.718875
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks933/ks9330c0.wav,bigfoot,2.7394375
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ksc02/ksc021z0.wav,lawyer,2.6158125
/srv/scratch/chacmod/OGI/speech/scripted/00/5/ksb09/ksb09730.wav,soften,3.5906875
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ks21d/ks21d890.wav,unroll,2.2565625
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks33r/ks33r7r0.wav,thanks,2.1129375
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ksj33/ksj338o0.wav,women,1.9881875
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ks40d/ks40d530.wav,the bird sang a sweet melody,6.0946875
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks31c/ks31c4h0.wav,is that girl chewing gum,5.1390625
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks52v/ks52v6w0.wav,singer,1.51275
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks349/ks349070.wav,awesome,3.1143125
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ks631/ks6311z0.wav,lawyer,1.96725
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ksg03/ksg037x0.wav,thursday,1.967875
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ks80b/ks80b3e0.wav,playoffs,1.968375
/srv/scratch/chacmod/OGI/speech/scripted/08/1/ks80h/ks80h240.wav,loyal,2.7975625
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks245/ks2457i0.wav,subtract,2.609125
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ks738/ks7387r0.wav,thanks,1.6075625
/srv/scratch/chacmod/OGI/speech/scripted/10/1/ksa3n/ksa3n380.wav,pathetic,1.9885
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ksd00/ksd002f0.wav,mouths,4.0920625
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks53u/ks53u6f0.wav,we watched television during dinner,4.9834375
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa09/ksa097j0.wav,suggest,1.5345625
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks20k/ks20k1a0.wav,explosion,2.0875
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks541/ks5415t0.wav,please offer them a dinner mint,4.61175
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks30a/ks30a3y0.wav,you didn't arrive too late,4.5994375
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks911/ks9113h0.wav,push,2.3384375
/srv/scratch/chacmod/OGI/speech/scripted/03/2/kse3f/kse3f5i0.wav,we had a birds eye view,4.6120625
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks536/ks5368d0.wav,vase,2.3586875
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks21a/ks21a330.wav,one,3.5904375
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks61m/ks61m2c0.wav,misjudged,3.1560625
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ks43f/ks43f3t0.wav,screwdriver,5.116625
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks63b/ks63b260.wav,lure,1.6074375
/srv/scratch/chacmod/OGI/speech/scripted/03/2/kse19/kse19110.wav,direct,2.614375
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa3u/ksa3u1b0.wav,faithful,2.739375
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ksk14/ksk143h0.wav,push,2.3388125
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse4a/kse4a470.wav,the dog is a big gentle puppy,6.129125
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks50z/ks50z8f0.wav,vowel,1.96825
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd3w/ksd3w190.wav,ethnic,3.6114375
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks24c/ks24c3k0.wav,red,2.1034375
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ks442/ks4424h0.wav,is that girl chewing gum,3.83225
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ks901/ks9010u0.wav,crenshaw,3.1666875
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ksg3i/ksg3i4v0.wav,that person eats pancakes,4.98325
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks10c/ks10c110.wav,direct,2.6155625
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa38/ksa382m0.wav,novel,2.3591875
/srv/scratch/chacmod/OGI/speech/scripted/07/0/ks72u/ks72u6w0.wav,singer,1.511125
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ksd3k/ksd3k7n0.wav,tab,5.6141875
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg0k/ksg0k3k0.wav,red,1.587875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ksg3g/ksg3g410.wav,i don't clean windows,4.2713125
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf0b/ksf0b140.wav,easier,2.6160625
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks10v/ks10v020.wav,announce,4.5984375
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse0b/kse0b1d0.wav,female,2.0881875
/srv/scratch/chacmod/OGI/speech/scripted/03/3/kse3n/kse3n3a0.wav,payouts,2.6185
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ksf41/ksf410h0.wav,bronco,2.328875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks532/ks5328v0.wav,abnormal,2.739
/srv/scratch/chacmod/OGI/speech/scripted/05/3/ksg42/ksg42640.wav,sir have you seen my coat,3.5174375
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks60y/ks60y6p0.wav,seven,1.217
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks20z/ks20z550.wav,the herd became angry and started a stampede,8.0885625
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ksf08/ksf080t0.wav,cowboys,5.148625
/srv/scratch/chacmod/OGI/speech/scripted/00/8/ks033/ks0333h0.wav,push,3.1155625
/srv/scratch/chacmod/OGI/speech/scripted/03/3/ks30p/ks30p5j0.wav,will you sing this song,5.13875
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks719/ks7190d0.wav,biology,3.15625
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ks905/ks9052g0.wav,musician,1.5880625
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks904/ks9046y0.wav,slogan,1.53525
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks21e/ks21e370.wav,page,3.069375
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj2x/ksj2x0e0.wav,birthmark,2.7393125
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ksi3e/ksi3e6x0.wav,six,1.962875
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ksj12/ksj127z0.wav,tourists,2.339125
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks12z/ks12z5a0.wav,i hope the airplane will get higher,6.1386875
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd3g/ksd3g1e0.wav,five,2.113
/srv/scratch/chacmod/OGI/speech/scripted/10/3/ksa0y/ksa0y3h0.wav,push,2.338875
/srv/scratch/chacmod/OGI/speech/scripted/03/1/kse43/kse437d0.wav,stooges,2.609625
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks43l/ks43l210.wav,lethargic,1.6280000000000001
/srv/scratch/chacmod/OGI/speech/scripted/01/0/ks10y/ks10y0u0.wav,crenshaw,4.092125
/srv/scratch/chacmod/OGI/speech/scripted/03/3/kse0u/kse0u5r0.wav,her veins pop out when she is mad,6.0944375
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ksg49/ksg49100.wav,digested,1.9886875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ksg46/ksg46460.wav,help me unroll the new rug,4.2020625
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ksf18/ksf18450.wav,i'm good with things like that,4.2384375
/srv/scratch/chacmod/OGI/speech/scripted/03/1/kse2u/kse2u0q0.wav,cliffhanger,3.12325
/srv/scratch/chacmod/OGI/speech/scripted/03/0/kse0l/kse0l5m0.wav,they put my computer next to the books,7.5879375
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13m/ks13m8m0.wav,wiseguy,2.1143125
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks30a/ks30a2m0.wav,novel,3.15575
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl2t/ksl2t7o0.wav,technology,2.3281875
/srv/scratch/chacmod/OGI/speech/scripted/08/0/ksj0m/ksj0m3n0.wav,royal,1.5879375
/srv/scratch/chacmod/OGI/speech/scripted/03/3/ks341/ks3413h0.wav,push,3.122125
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ks409/ks4094h0.wav,is that girl chewing gum,3.87725
/srv/scratch/chacmod/OGI/speech/scripted/01/4/ksc3e/ksc3e2m0.wav,novel,3.114
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks614/ks6141d0.wav,female,1.5875625
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks330/ks3305q0.wav,will beets stain my pants,5.117125
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks63b/ks63b170.wav,endure,2.73925
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks541/ks5417o0.wav,technology,2.35925
/srv/scratch/chacmod/OGI/speech/scripted/10/3/ksa35/ksa353q0.wav,scallywag,2.358875
/srv/scratch/chacmod/OGI/speech/scripted/10/3/ksa3e/ksa3e1w0.wav,join,1.98825
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ks40d/ks40d4w0.wav,doug thinks he will win the race,6.09525
/srv/scratch/chacmod/OGI/speech/scripted/01/4/ks10k/ks10k3m0.wav,rock,3.590625
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks12w/ks12w7f0.wav,studio,3.6098125
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ksh0l/ksh0l0j0.wav,cautiously,1.9683125
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa3c/ksa3c760.wav,spoons,2.359
/srv/scratch/chacmod/OGI/speech/scripted/03/3/kse3y/kse3y6p0.wav,seven,1.6076875
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh3x/ksh3x7c0.wav,stepfather,1.988375
/srv/scratch/chacmod/OGI/speech/scripted/01/0/ks10a/ks10a280.wav,mcdonald,4.0961875
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ks90p/ks90p1m0.wav,hawthorne,2.7963125
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ksj0u/ksj0u3f0.wav,points,1.587375
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ksf2z/ksf2z7z0.wav,tourists,2.3284375
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf0c/ksf0c4i0.wav,bill has purple glasses,3.84
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ks43s/ks43s6s0.wav,shirt,3.61075
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa3c/ksa3c800.wav,town,1.9883125
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks21h/ks21h340.wav,organizations,4.608375
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ks71d/ks71d0g0.wav,breath,2.3384375
/srv/scratch/chacmod/OGI/speech/scripted/03/2/kse3i/kse3i5e0.wav,will you please bathe,5.6140625
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ks20o/ks20o8k0.wav,weatherproof,3.15775
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks10e/ks10e8m0.wav,wiseguy,2.087875
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks314/ks3144e0.wav,jason likes playing with garfield,6.094625
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse06/kse06310.wav,obvious,2.6149375
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh0a/ksh0a120.wav,disrupt,3.51775
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ksg34/ksg341y0.wav,kingpin,3.1160625
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks21k/ks21k370.wav,page,3.0694375
/srv/scratch/chacmod/OGI/speech/scripted/03/3/ks30n/ks30n1w0.wav,join,2.616
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks53b/ks53b4u0.wav,stewart has five friends in richmond,4.9834375
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks03g/ks03g500.wav,the flood took a car down the street,6.606125
/srv/scratch/chacmod/OGI/speech/scripted/10/3/ksl1c/ksl1c1h0.wav,fragment,2.338875
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ks83s/ks83s7u0.wav,three,2.359125
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks33c/ks33c2m0.wav,novel,3.1244375
/srv/scratch/chacmod/OGI/speech/scripted/03/2/kse3z/kse3z2t0.wav,one nine seven four three five four,8.1320625
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ksi3e/ksi3e1k0.wav,handshake,3.0786875
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks21a/ks21a4s0.wav,who will the soldier vote for,6.095375
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ks83q/ks83q3r0.wav,school,1.6364375
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks907/ks907310.wav,obvious,1.968375
/srv/scratch/chacmod/OGI/speech/scripted/10/1/ksl0v/ksl0v7i0.wav,subtract,1.9680000000000002
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf30/ksf300f0.wav,boomerang,2.608875
/srv/scratch/chacmod/OGI/speech/scripted/01/4/ks137/ks137500.wav,the flood took a car down the street,6.6160000000000005
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks949/ks949130.wav,earthquake,1.9885625
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ksk3e/ksk3e7z0.wav,tourists,2.3591875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks50x/ks50x130.wav,earthquake,1.9680000000000002
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa09/ksa09390.wav,pathfinder,1.5873125
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ksg10/ksg107v0.wav,throughout,1.587875
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks247/ks2474e0.wav,jason likes playing with garfield,6.1198125
/srv/scratch/chacmod/OGI/speech/scripted/00/6/ksb0a/ksb0a0d0.wav,biology,4.0914375
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks349/ks349730.wav,soften,3.6104375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg3a/ksg3a500.wav,the flood took a car down the street,4.982875
/srv/scratch/chacmod/OGI/speech/scripted/00/8/ks00f/ks00f6o0.wav,someone bought a beautiful ring for you,7.6631875
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ksd0t/ksd0t6z0.wav,smashed,2.6151875
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks20j/ks20j4r0.wav,you can save water in your bathtub,7.122125
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks53b/ks53b550.wav,the herd became angry and started a stampede,6.1185
/srv/scratch/chacmod/OGI/speech/scripted/03/1/kse1f/kse1f0q0.wav,cliffhanger,3.1565625
/srv/scratch/chacmod/OGI/speech/scripted/09/1/ksk1b/ksk1b1u0.wav,imagery,2.3391875
/srv/scratch/chacmod/OGI/speech/scripted/03/4/ks313/ks313500.wav,the flood took a car down the street,6.6018125
/srv/scratch/chacmod/OGI/speech/scripted/03/3/kse3n/kse3n1c0.wav,fancy,2.1134375
/srv/scratch/chacmod/OGI/speech/scripted/03/1/ks31m/ks31m380.wav,pathetic,2.615125
/srv/scratch/chacmod/OGI/speech/scripted/00/4/ks006/ks0061l0.wav,hardship,3.1553125
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ksg3n/ksg3n2s0.wav,nine nine six nine six one zero,6.9204375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks536/ks5366e0.wav,the rain chased the dirt down the drain,4.3176875
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks12z/ks12z1g0.wav,four,2.1114375
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd0s/ksd0s4l0.wav,silver robot toys are the best,7.13275
/srv/scratch/chacmod/OGI/speech/scripted/09/1/ks90r/ks90r7i0.wav,subtract,1.968125
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks904/ks9040w0.wav,cultures,1.715625
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ks819/ks8191i0.wav,growl,1.2171875
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ks82u/ks82u1x0.wav,jurors,1.9880625
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ksc0m/ksc0m500.wav,the flood took a car down the street,6.6003125
/srv/scratch/chacmod/OGI/speech/scripted/00/4/ksb3s/ksb3s0w0.wav,cultures,2.31325
/srv/scratch/chacmod/OGI/speech/scripted/01/3/ks13i/ks13i2g0.wav,musician,2.1125
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ks80q/ks80q1s0.wav,humor,1.588
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ks240/ks2405j0.wav,will you sing this song,5.136375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ks511/ks5111v0.wav,interrupt,2.3389375
/srv/scratch/chacmod/OGI/speech/scripted/05/3/ksg08/ksg087k0.wav,super,2.71975
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ks63f/ks63f1u0.wav,imagery,2.359
/srv/scratch/chacmod/OGI/speech/scripted/02/1/ksd4b/ksd4b510.wav,it can only be a good circus with elephants,7.120625
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks13m/ks13m2j0.wav,nine,4.11725
/srv/scratch/chacmod/OGI/speech/scripted/05/3/ksg14/ksg14170.wav,endure,2.7969999999999997
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks231/ks2312z0.wav,objected,2.9146875
/srv/scratch/chacmod/OGI/speech/scripted/08/1/ks834/ks834760.wav,spoons,2.3583125
/srv/scratch/chacmod/OGI/speech/scripted/04/3/ks400/ks400030.wav,archrival,4.0918125
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh0m/ksh0m080.wav,background,3.1551875
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ksg10/ksg106j0.wav,we gathered sticks for the fire,3.5180000000000002
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks614/ks614360.wav,overreaction,2.338875
/srv/scratch/chacmod/OGI/speech/scripted/04/2/ksf0p/ksf0p5i0.wav,we had a birds eye view,3.52925
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ksb04/ksb043t0.wav,screwdriver,3.877375
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg0k/ksg0k3p0.wav,safeway,1.587875
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks50b/ks50b1a0.wav,explosion,1.5879375
/srv/scratch/chacmod/OGI/speech/scripted/01/1/ks10e/ks10e4s0.wav,who will the soldier vote for,6.0949375
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ks637/ks637790.wav,starve,1.607875
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ksd0x/ksd0x090.wav,bathe,4.0920625
