filepath,scripted,transcription_original,transcription_clean,spkr_id,quality_code,has_audio_file,has_speech_in_audio,usable,duration,set,mostafa_set
/srv/scratch/chacmod/OGI/speech/scripted/03/1/ks31m/ks31m1p0.wav,True,hoof,hoof,ks31m,1.0,True,True,True,2.088125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ksh3n/ksh3n2t0.wav,True,one nine seven four three five four,one nine seven four three five four,ksh3n,,True,True,True,6.11825,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ks73a/ks73a0q0.wav,True,cliffhanger,cliffhanger,ks73a,4.0,True,True,True,2.3603125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa3i/ksa3i8i0.wav,True,wash,wash,ksa3i,1.0,True,True,True,1.988625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ksh0q/ksh0q100.wav,True,digested,digested,ksh0q,1.0,True,True,True,1.9675625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/00/2/ksb3o/ksb3o4u0.wav,True,stewart has five friends in richmond,stewart has five friends in richmond,ksb3o,1.0,True,True,True,6.604875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf0c/ksf0c3v0.wav,True,the young emperor could not spell,the young emperor could not spell,ksf0c,1.0,True,True,True,4.5985625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ksk3e/ksk3e8v0.wav,True,abnormal,abnormal,ksk3e,,True,True,True,2.739375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ksh04/ksh041t0.wav,True,iceberg,iceberg,ksh04,1.0,True,True,True,1.9679375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ks817/ks8176y0.wav,True,slogan,slogan,ks817,1.0,True,True,True,1.5353125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks52w/ks52w7n0.wav,True,tab,tab,ks52w,1.0,True,True,True,4.3260000000000005,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/2/ksi3v/ksi3v6h0.wav,True,the speaker boomed from the car,the speaker boomed from the car,ksi3v,,True,True,True,3.1135625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ksk3d/ksk3d6e0.wav,True,the rain chased the dirt down the drain,the rain chased the dirt down the drain,ksk3d,,True,True,True,4.3069375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/4/ksa0s/ksa0s2m0.wav,True,novel,novel,ksa0s,4.0,True,True,True,2.3388125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ksk0k/ksk0k0h0.wav,True,bronco,bronco,ksk0k,1.0,True,True,True,2.3386875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/1/ksl1f/ksl1f6x0.wav,True,six,six,ksl1f,1.0,True,True,True,1.9680625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ksh1c/ksh1c8v0.wav,True,abnormal,abnormal,ksh1c,,True,True,True,2.718875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ks12z/ks12z730.wav,True,soften,soften,ks12z,1.0,True,True,True,3.6111875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/4/ksi3i/ksi3i460.wav,True,help me unroll the new rug,help me unroll the new rug,ksi3i,,True,True,True,4.316875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ksg3n/ksg3n2y0.wav,True,oasis,oasis,ksg3n,2.0,True,True,True,2.358625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ksk1h/ksk1h6e0.wav,True,the rain chased the dirt down the drain,the rain chased the dirt down the drain,ksk1h,,True,True,True,4.2386875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ks60p/ks60p7y0.wav,True,toothpaste,toothpaste,ks60p,1.0,True,True,True,2.338875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/0/ksa3y/ksa3y5d0.wav,True,mabel grows tomatoes in the courtyard,mabel grows tomatoes in the courtyard,ksa3y,,True,True,True,4.31725,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh0b/ksh0b670.wav,True,the car went too fast,the car went too fast,ksh0b,,True,True,True,3.877375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/3/ksa3z/ksa3z1r0.wav,True,hourly,hourly,ksa3z,1.0,True,True,True,1.98875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd3h/ksd3h140.wav,True,easier,easier,ksd3h,1.0,True,True,True,2.6098125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/4/ksi0u/ksi0u310.wav,True,obvious,obvious,ksi0u,1.0,True,True,True,1.9679375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/03/0/ks30f/ks30f2n0.wav,True,nuclear,nuclear,ks30f,2.0,True,True,True,3.59025,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/04/4/ks40h/ks40h7q0.wav,True,ten,ten,ks40h,1.0,True,True,True,1.9685625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/2/ks62s/ks62s8v0.wav,True,abnormal,abnormal,ks62s,,True,True,True,2.7399375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk0y/ksk0y7q0.wav,True,ten,ten,ksk0y,1.0,True,True,True,1.967625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh03/ksh030d0.wav,True,biology,biology,ksh03,1.0,True,True,True,3.1553125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/4/ks54d/ks54d430.wav,True,i think cats are cute,i think cats are cute,ks54d,1.0,True,True,True,3.4504375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/1/ksa0z/ksa0z4s0.wav,True,who will the soldier vote for,who will the soldier vote for,ksa0z,,True,True,True,4.5984375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks61g/ks61g6f0.wav,True,we watched television during dinner,we watched television during dinner,ks61g,,True,True,True,4.9700625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks933/ks9335f0.wav,True,put the key in the key hole,put the key in the key hole,ks933,,True,True,True,3.9053125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks21h/ks21h5c0.wav,True,give keith a moment to think,give keith a moment to think,ks21h,1.0,True,True,True,6.0945625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks337/ks3373h0.wav,True,push,push,ks337,1.0,True,True,True,3.1128125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks638/ks638450.wav,True,i'm good with things like that,i'm good with things like that,ks638,,True,True,True,4.316625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksl18/ksl18880.wav,True,unfortunate,unfortunate,ksl18,1.0,True,True,True,2.7975,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh3p/ksh3p630.wav,True,that was an odd decision,that was an odd decision,ksh3p,,True,True,True,3.1146875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ksd3h/ksd3h6w0.wav,True,singer,singer,ksd3h,1.0,True,True,True,1.91175,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/2/ks91i/ks91i6y0.wav,True,slogan,slogan,ks91i,1.0,True,True,True,1.5355625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ksd07/ksd077t0.wav,True,thousand,thousand,ksd07,1.0,True,True,True,3.59075,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/00/1/ks000/ks0006s0.wav,True,shirt,shirt,ks000,1.0,True,True,True,2.7960625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk0v/ksk0v4c0.wav,True,charles will sell fifty almonds,charles will sell fifty almonds,ksk0v,,True,True,True,4.59875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/2/ks70c/ks70c2a0.wav,True,microwaves,microwaves,ks70c,1.0,True,True,True,2.3383125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/00/6/ks00b/ks00b300.wav,True,obstacle,obstacle,ks00b,1.0,True,True,True,2.0880625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks60s/ks60s4b0.wav,True,every month i eat some chocolate,every month i eat some chocolate,ks60s,,True,True,True,5.3430625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/0/ksk0j/ksk0j4f0.wav,True,people like to sing in cairo,people like to sing in cairo,ksk0j,,True,True,True,4.259625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa42/ksa42830.wav,True,treasure,treasure,ksa42,1.0,True,True,True,1.31225,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/4/ks734/ks734430.wav,True,i think cats are cute,i think cats are cute,ks734,,True,True,True,3.5156875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/03/4/kse42/kse420j0.wav,True,cautiously,cautiously,kse42,1.0,True,True,True,2.608625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/03/2/ks31d/ks31d5k0.wav,True,buying the ring took all of my money,buying the ring took all of my money,ks31d,1.0,True,True,True,6.592375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ksh01/ksh01670.wav,True,the car went too fast,the car went too fast,ksh01,,True,True,True,3.8776875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/3/ks92t/ks92t6p0.wav,True,seven,seven,ks92t,2.0,True,True,True,1.2068125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/4/ks618/ks6186l0.wav,True,my sleeve caught the thorny bush,my sleeve caught the thorny bush,ks618,,True,True,True,5.343625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/00/0/ks02y/ks02y5d0.wav,True,mabel grows tomatoes in the courtyard,mabel grows tomatoes in the courtyard,ks02y,1.0,True,True,True,5.6141875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/0/ks60d/ks60d4v0.wav,True,that person eats pancakes,that person eats pancakes,ks60d,,True,True,True,4.9674375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/10/2/ksa3i/ksa3i8d0.wav,True,vase,vase,ksa3i,1.0,True,True,True,2.3585625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ks80a/ks80a0s0.wav,True,cooperate,cooperate,ks80a,1.0,True,True,True,2.3385,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks23m/ks23m230.wav,True,logic,logic,ks23m,1.0,True,True,True,2.1135625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ksk3f/ksk3f800.wav,True,town,town,ksk3f,1.0,True,True,True,1.9875625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/2/ks21b/ks21b8i0.wav,True,wash,wash,ks21b,1.0,True,True,True,2.6158125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj02/ksj02480.wav,True,we've just started the egg toss,we've just started the egg toss,ksj02,,True,True,True,4.5989375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks212/ks212190.wav,True,ethnic,ethnic,ks212,1.0,True,True,True,3.5904375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/4/ksj3m/ksj3m3m0.wav,True,rock,rock,ksj3m,2.0,True,True,True,2.74,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/04/1/ksf38/ksf38530.wav,True,the bird sang a sweet melody,the bird sang a sweet melody,ksf38,1.0,True,True,True,4.6120625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks948/ks948400.wav,True,greet me with open arms,greet me with open arms,ks948,,True,True,True,3.515625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/4/ksd44/ksd443y0.wav,True,you didn't arrive too late,you didn't arrive too late,ksd44,1.0,True,True,True,4.6115625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/3/ksj12/ksj12650.wav,True,i have ice cream for you,i have ice cream for you,ksj12,,True,True,True,4.5984375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/3/ksd30/ksd306b0.wav,True,search in between the couch cushions,search in between the couch cushions,ksd30,1.0,True,True,True,6.6059375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/1/ksh0q/ksh0q4o0.wav,True,san diego is very green this year,san diego is very green this year,ksh0q,,True,True,True,6.094625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks52v/ks52v4e0.wav,True,jason likes playing with garfield,jason likes playing with garfield,ks52v,1.0,True,True,True,4.61275,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/09/4/ks93l/ks93l0y0.wav,True,depths,depths,ks93l,1.0,True,True,True,2.7396875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/04/0/ksf0u/ksf0u1j0.wav,True,gumshoe,gumshoe,ksf0u,1.0,True,True,True,4.0918125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks70v/ks70v0x0.wav,True,dashboard,dashboard,ks70v,1.0,True,True,True,3.155375,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/1/ksi3x/ksi3x4s0.wav,True,who will the soldier vote for,who will the soldier vote for,ksi3x,,True,True,True,4.6131875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/0/ks500/ks5004d0.wav,True,chasing sally can be dangerous,chasing sally can be dangerous,ks500,1.0,True,True,True,4.6006875,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/1/ks50n/ks50n0q0.wav,True,cliffhanger,cliffhanger,ks50n,,True,True,True,2.3395625,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ksj3r/ksj3r7t0.wav,True,thousand,thousand,ksj3r,1.0,True,True,True,2.7393125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/01/2/ksc3y/ksc3y0c0.wav,True,bigfoot,bigfoot,ksc3y,1.0,True,True,True,3.61075,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/02/0/ks23o/ks23o7w0.wav,True,thrower,thrower,ks23o,1.0,True,True,True,1.74775,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/06/3/ks60v/ks60v600.wav,True,"because my leg is sore, i can't play",because my leg is sore i can't play,ks60v,,True,True,True,4.968125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/07/2/ks70z/ks70z6h0.wav,True,the speaker boomed from the car,the speaker boomed from the car,ks70z,,True,True,True,3.155,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/08/2/ks83l/ks83l2f0.wav,True,mouths,mouths,ks83l,4.0,True,True,True,3.115125,finetune,
/srv/scratch/chacmod/OGI/speech/scripted/05/2/ksg3a/ksg3a5k0.wav,True,buying the ring took all of my money,buying the ring took all of my money,ksg3a,1.0,True,True,True,4.983375,finetune,
